id,name,tail_high,tail_low,ear_high,ear_low,nose_high,nose_low,time_stamp,latitude,longitude,only_in_version_2
302,miko,79,36,907,96,339,944,02/02/18 11:59 AM,79.4826914,82.5132527,a
303,WINSTON,53,7,792,101,931,716,03/02/18 11:59 AM,40.8287867,20.8999735,a
304,ZOE,37,40,188,307,484,738,04/02/18 11:59 AM,78.8646974,79.0596902,a
305,ANGEL,34,94,863,14,448,878,05/02/18 11:59 AM,29.0780495,16.8122055,a
306,BAXTER,85,72,943,9,994,315,06/02/18 11:59 AM,40.8273249,32.5496919,a
307,EMMA,4,7,476,581,814,513,07/02/18 11:59 AM,66.1870111,16.4116814,a
308,GIZMO,16,56,526,394,234,800,08/02/18 11:59 AM,48.919901,42.5082515,a
309,HAZEL,99,24,97,99,207,582,09/02/18 11:59 AM,5.7776277,36.1037226,a
310,CHANCE,19,94,462,361,313,756,10/02/18 11:59 AM,77.6397537,54.6961343,a
311,CHEWY,35,55,265,614,771,489,11/02/18 11:59 AM,79.1273762,92.9643415,a
312,HUNTER,71,80,692,181,295,691,12/02/18 11:59 AM,41.1081886,67.5207875,a
313,JACKSON,49,33,451,737,600,272,01/02/18 11:59 AM,17.1341259,3.0780082,a
314,MADDIE,15,5,437,794,458,893,02/02/18 11:59 AM,21.898896,76.1389771,a
315,OTIS,35,99,141,767,295,324,06/02/18 11:59 AM,78.3039532,76.0203939,a
316,RAVEN,56,94,478,794,1,165,04/02/18 11:59 AM,40.5865592,6.2682217,a
317,TEDDY,80,41,867,350,371,674,05/02/18 11:59 AM,48.4621048,1.3922867,a
318,BO,30,92,439,184,616,896,06/02/18 11:59 AM,68.7643199,1.0016386,a
319,BUDDY,44,78,989,895,157,541,07/02/18 11:59 AM,57.6633252,7.5205046,a
320,MAX,51,60,455,670,476,616,05/02/18 11:59 AM,51.5963363,84.6898697,a
321,SADIE,33,63,984,3,914,507,09/02/18 11:59 AM,83.4737322,99.0574345,a
322,LUCY,14,19,21,488,923,773,10/02/18 11:59 AM,97.2220548,3.2299089,a
323,BAILEY,2,96,546,758,80,723,10/02/18 11:59 AM,93.8601808,24.5392652,a
324,DAISY,3,98,747,998,677,427,12/02/18 11:59 AM,86.9627964,53.0195798,a
325,LUNA,93,18,230,863,558,237,01/02/18 11:59 AM,24.1910536,79.2089408,a
326,CHARLIE,70,100,738,692,691,615,02/02/18 11:59 AM,2.3595438,78.0199192,a
327,MAGGIE,29,79,233,8,237,56,03/02/18 11:59 AM,60.9337549,30.7097394,a
328,MOLLY,97,17,104,383,263,153,04/02/18 11:59 AM,3.7168923,57.5648227,a
329,COOPER,34,87,134,825,607,984,05/02/18 11:59 AM,34.2101835,1.6940267,a
330,GINGER,57,20,959,993,329,949,06/02/18 11:59 AM,21.1810862,61.6234814,a
331,JACK,62,55,156,47,467,27,07/02/18 11:59 AM,51.9850086,81.1926097,a
332,WILLOW,73,26,809,612,337,923,08/02/18 11:59 AM,20.9064645,91.2982896,a
333,ABBY,67,20,359,51,275,253,09/02/18 11:59 AM,94.5157193,25.634081,a
334,BEAR,43,30,373,323,537,997,10/02/18 11:59 AM,30.000927,0.2648234,a
335,LILY,75,8,220,393,670,885,11/02/18 11:59 AM,43.0173502,96.2233024,a
336,DUKE,3,95,643,923,161,530,12/02/18 11:59 AM,86.9447308,95.2173961,a
337,KODA,79,2,562,91,633,927,01/02/18 11:59 AM,80.3941336,46.4427581,a
338,ROCKY,58,8,94,492,437,642,02/02/18 11:59 AM,65.4576919,34.0522448,a
339,CHLOE,3,23,408,841,922,70,06/02/18 11:59 AM,44.0160033,13.6064927,a
340,KENAI,86,55,814,70,380,510,04/02/18 11:59 AM,70.6664324,93.7335529,a
341,HARLEY,82,34,340,639,802,893,05/02/18 11:59 AM,63.88058,1.2709278,a
342,DENALI,62,93,874,681,755,21,06/02/18 11:59 AM,40.4834999,34.409811,a
343,TOBY,14,6,789,607,553,354,07/02/18 11:59 AM,61.7427062,29.4246914,a
344,JAKE,26,91,571,293,907,657,05/02/18 11:59 AM,97.421764,87.1025952,a
345,LOKI,44,6,164,684,329,250,09/02/18 11:59 AM,75.0677757,88.5607663,a
346,RUBY,92,46,27,808,396,285,10/02/18 11:59 AM,14.4854247,17.3602564,a
347,ROXY,41,43,614,637,742,78,10/02/18 11:59 AM,60.181727,85.1849333,a
348,LUCKY,13,78,971,211,299,632,12/02/18 11:59 AM,19.8765069,75.4630812,a
349,PENNY,42,28,729,116,705,863,01/02/18 11:59 AM,90.7305302,99.7992834,a
350,RILEY,5,100,173,617,252,850,02/02/18 11:59 AM,63.6451885,87.1983738,a
351,SHADOW,82,84,171,465,556,916,03/02/18 11:59 AM,59.0560215,79.1322884,a
352,SOPHIE,11,32,812,376,538,205,04/02/18 11:59 AM,45.670261,99.9386996,a
353,LOLA,17,94,731,91,670,225,05/02/18 11:59 AM,86.9777201,53.3130374,a
354,ROSIE,44,1,417,89,202,591,06/02/18 11:59 AM,65.9899654,11.486625,a
355,PEPPER,76,40,480,857,327,994,07/02/18 11:59 AM,98.9684525,34.1835176,a
356,COCO,22,12,324,593,595,377,08/02/18 11:59 AM,30.3242369,1.1676863,a
357,GUS,21,81,625,244,473,831,09/02/18 11:59 AM,52.1621535,41.8143509,a
358,LADY,70,81,459,123,613,940,10/02/18 11:59 AM,56.6837665,72.3732602,a
359,BANDIT,50,96,68,918,110,699,11/02/18 11:59 AM,86.2033541,10.230028,a
360,GRACIE,2,64,168,460,939,925,12/02/18 11:59 AM,26.4752727,92.3254799,a
361,JASPER,67,95,775,81,646,62,01/02/18 11:59 AM,58.2409379,52.9272479,a
362,PIPER,99,27,935,407,749,623,02/02/18 11:59 AM,49.4087338,40.0846019,a
363,STELLA,37,19,997,414,926,135,06/02/18 11:59 AM,67.5221621,40.3340694,a
364,YUKON,98,60,899,720,213,638,04/02/18 11:59 AM,84.4650411,40.6249857,a
365,ZOEY,60,38,498,776,615,950,05/02/18 11:59 AM,24.2693834,22.6761015,a
366,ANNIE,89,82,32,795,23,914,06/02/18 11:59 AM,48.1941351,40.5388173,a
367,BUSTER,39,35,635,740,800,754,07/02/18 11:59 AM,11.5771675,3.4038153,a
368,SAM,92,23,492,555,66,151,05/02/18 11:59 AM,36.9080283,64.2344534,a
369,MARLEY,57,20,478,240,880,40,09/02/18 11:59 AM,97.1817262,40.3195488,a
370,SCOUT,51,2,994,650,761,783,10/02/18 11:59 AM,41.4863877,58.7831837,a
371,BENTLEY,75,63,241,178,554,805,10/02/18 11:59 AM,39.4401282,65.9112307,a
372,DIESEL,53,58,795,4,825,563,12/02/18 11:59 AM,5.7102157,10.1271487,a
373,KONA,89,70,425,604,32,985,01/02/18 11:59 AM,14.8685214,26.6283154,a
374,RUGER,28,34,198,594,96,297,02/02/18 11:59 AM,95.353971,33.1560481,a
375,THOR,57,26,96,861,91,609,03/02/18 11:59 AM,71.0963924,79.1754141,a
376,ZEUS,91,7,405,505,263,198,04/02/18 11:59 AM,46.994943,55.973161,a
377,ATHENA,36,9,603,706,325,518,05/02/18 11:59 AM,91.2449747,96.4711865,a
378,ELLIE,11,65,936,868,154,434,06/02/18 11:59 AM,80.0479335,83.5715598,a
379,FINN,36,44,833,3,833,518,07/02/18 11:59 AM,75.2188711,71.2782219,a
380,LILLY,22,96,743,375,642,769,08/02/18 11:59 AM,3.4433188,23.4856487,a
381,MILO,93,69,708,466,211,627,09/02/18 11:59 AM,14.021602,91.8861322,a
382,TITAN,65,24,856,210,782,404,10/02/18 11:59 AM,59.382581,18.7125948,a
383,BLUE,52,93,787,959,222,742,11/02/18 11:59 AM,19.0202492,88.8295944,a
384,DAKOTA,81,65,603,140,257,195,12/02/18 11:59 AM,21.2451057,10.8411381,a
385,KISKA,10,43,512,631,139,904,01/02/18 11:59 AM,99.0471946,13.8521597,a
386,LEO,47,50,798,331,880,287,02/02/18 11:59 AM,26.4653686,22.1217376,a
387,MINNIE,79,32,469,494,597,577,06/02/18 11:59 AM,66.2524891,35.9189631,a
388,MURPHY,76,5,137,371,665,468,04/02/18 11:59 AM,55.4760066,62.9823098,a
389,OSCAR,97,69,274,144,169,981,05/02/18 11:59 AM,42.0725628,80.3321339,a
390,SASHA,90,80,183,432,810,641,06/02/18 11:59 AM,65.1041886,52.7502459,a
391,TUCKER,53,62,532,760,118,999,07/02/18 11:59 AM,52.6735552,97.1252011,a
392,KODIAK,41,39,926,624,12,508,05/02/18 11:59 AM,20.950669,84.3352673,a
393,LOUIE,79,8,236,360,546,175,09/02/18 11:59 AM,38.7064817,27.0257033,a
394,NALA,16,48,776,70,389,600,10/02/18 11:59 AM,4.7732255,92.7410786,a
395,OLIVER,22,84,335,699,923,844,10/02/18 11:59 AM,8.8331862,84.3263272,a
396,RANGER,69,76,556,740,645,328,12/02/18 11:59 AM,19.2554975,3.2590212,a
397,slim,68,52,511,226,592,826,01/02/18 11:59 AM,87.9710158,91.8029894,a
398,spike,71,34,87,461,52,376,02/02/18 11:59 AM,24.1157017,12.4118838,a
399,mamacat,75,83,581,0,530,144,03/02/18 11:59 AM,41.4866712,83.0054338,a
400,babycat,1,83,757,981,829,583,04/02/18 11:59 AM,53.8766344,77.9394738,a
401,miko,96,74,265,715,477,164,05/02/18 11:59 AM,61.7024723,83.3573285,a
402,WINSTON,43,97,642,98,490,655,06/02/18 11:59 AM,59.9520882,43.0415611,a
403,ZOE,41,89,570,115,393,43,07/02/18 11:59 AM,56.5275128,42.424133,a
404,ANGEL,24,86,33,755,482,285,08/02/18 11:59 AM,34.0896177,17.5031548,a
405,BAXTER,4,31,297,369,79,899,09/02/18 11:59 AM,12.6111521,76.6710273,a
406,EMMA,4,14,126,934,746,640,10/02/18 11:59 AM,1.6296197,83.4457855,a
407,GIZMO,74,25,650,673,906,411,11/02/18 11:59 AM,71.2443205,74.910323,a
408,HAZEL,46,88,575,908,240,122,12/02/18 11:59 AM,12.9073821,61.1081301,a
409,CHANCE,68,5,201,43,461,577,01/02/18 11:59 AM,33.9508808,54.261313,a
410,CHEWY,56,31,6,350,100,279,02/02/18 11:59 AM,20.0789763,7.5935982,a
411,HUNTER,64,52,880,909,648,48,06/02/18 11:59 AM,84.8916922,76.1213864,a
412,JACKSON,63,9,151,500,746,970,04/02/18 11:59 AM,10.8665772,94.2325591,a
413,MADDIE,22,2,929,924,520,889,05/02/18 11:59 AM,71.5429853,79.527869,a
414,OTIS,87,7,920,351,965,400,06/02/18 11:59 AM,9.9914558,94.0607089,a
415,RAVEN,54,55,512,854,176,480,07/02/18 11:59 AM,7.5827705,64.8088854,a
416,TEDDY,3,98,389,45,747,373,05/02/18 11:59 AM,58.8172685,68.9145611,a
417,BO,13,4,627,969,726,111,09/02/18 11:59 AM,25.4423481,82.4972309,a
418,BUDDY,13,61,696,282,465,814,10/02/18 11:59 AM,34.1610936,79.3889829,a
419,MAX,55,43,206,623,969,520,10/02/18 11:59 AM,25.327207,93.798281,a
420,SADIE,94,51,762,322,386,162,12/02/18 11:59 AM,89.0612053,7.9029967,a
421,LUCY,68,13,27,216,574,193,01/02/18 11:59 AM,87.5424036,14.5974827,a
422,BAILEY,33,1,706,210,39,982,02/02/18 11:59 AM,75.3719539,74.9716317,a
423,DAISY,47,47,106,96,926,595,03/02/18 11:59 AM,68.5727298,0.3723855,a
424,LUNA,71,64,737,578,45,237,04/02/18 11:59 AM,15.3810829,32.5268661,a
425,CHARLIE,61,44,706,546,838,408,05/02/18 11:59 AM,5.2290917,99.8056861,a
426,MAGGIE,59,96,504,305,545,199,06/02/18 11:59 AM,17.3906722,3.3371063,a
427,MOLLY,68,62,697,424,246,994,07/02/18 11:59 AM,89.9904194,75.9623114,a
428,COOPER,80,25,711,946,53,363,08/02/18 11:59 AM,89.9124284,87.8543299,a
429,GINGER,100,1,461,35,211,548,09/02/18 11:59 AM,94.7763048,64.716437,a
430,JACK,6,4,754,617,138,840,10/02/18 11:59 AM,86.91628,7.7048132,a
431,WILLOW,89,65,181,325,882,701,11/02/18 11:59 AM,93.7399149,82.7729487,a
432,ABBY,10,81,351,929,316,379,12/02/18 11:59 AM,80.3592148,26.2771594,a
433,BEAR,15,31,201,4,134,265,01/02/18 11:59 AM,66.6192309,54.2882901,a
434,LILY,39,75,289,565,91,911,02/02/18 11:59 AM,53.6806198,33.1683943,a
435,DUKE,59,64,126,228,40,37,06/02/18 11:59 AM,67.8812157,85.1120317,a
436,KODA,13,55,693,97,737,886,04/02/18 11:59 AM,18.1554886,82.6223855,a
437,ROCKY,9,47,812,363,149,303,05/02/18 11:59 AM,65.8059599,78.7347063,a
438,CHLOE,85,20,597,292,540,13,06/02/18 11:59 AM,0.9844501,45.5124145,a
439,KENAI,90,9,727,371,677,999,07/02/18 11:59 AM,52.963031,30.738119,a
440,HARLEY,64,92,980,330,285,570,05/02/18 11:59 AM,66.6330001,90.6717224,a
441,DENALI,33,69,879,59,117,911,09/02/18 11:59 AM,0.9366476,59.5024764,a
442,TOBY,71,70,205,499,225,810,10/02/18 11:59 AM,7.3777151,60.7705884,a
443,JAKE,30,51,859,591,106,475,10/02/18 11:59 AM,64.7149427,66.164329,a
444,LOKI,49,2,886,940,306,272,12/02/18 11:59 AM,75.694676,84.6705973,a
445,RUBY,45,4,339,280,643,413,01/02/18 11:59 AM,2.757345,11.4001464,a
446,ROXY,73,14,971,197,762,460,02/02/18 11:59 AM,30.6439876,92.8232063,a
447,LUCKY,95,83,332,314,211,447,03/02/18 11:59 AM,56.1675923,14.8431933,a
448,PENNY,54,77,835,104,334,453,04/02/18 11:59 AM,1.9688686,74.2366799,a
449,RILEY,57,77,369,29,633,275,05/02/18 11:59 AM,63.831233,56.897389,a
450,SHADOW,18,42,881,462,677,856,06/02/18 11:59 AM,61.7875273,37.6189505,a
451,SOPHIE,59,79,412,311,406,494,07/02/18 11:59 AM,51.4199712,10.8578182,a
452,LOLA,61,76,56,386,858,800,08/02/18 11:59 AM,17.5863381,73.2145868,a
453,ROSIE,42,19,443,89,65,718,09/02/18 11:59 AM,32.3063897,92.4531086,a
454,PEPPER,90,60,748,124,639,219,10/02/18 11:59 AM,11.3437686,96.1411674,a
455,COCO,44,99,798,451,485,773,11/02/18 11:59 AM,38.2881032,23.5587176,a
456,GUS,47,34,443,77,318,879,12/02/18 11:59 AM,87.9258582,68.6367369,a
457,LADY,44,56,332,211,358,432,01/02/18 11:59 AM,97.2568674,19.0057802,a
458,BANDIT,72,19,319,608,431,336,02/02/18 11:59 AM,14.0813434,77.1874937,a
459,GRACIE,17,68,193,373,818,16,06/02/18 11:59 AM,76.1306744,72.0586072,a
460,JASPER,15,36,44,121,918,756,04/02/18 11:59 AM,67.4683716,8.2952125,a
461,PIPER,2,41,983,692,180,673,05/02/18 11:59 AM,74.2692059,91.5920301,a
462,STELLA,69,92,818,703,370,563,06/02/18 11:59 AM,73.5132201,34.2059804,a
463,YUKON,63,79,884,852,497,145,07/02/18 11:59 AM,72.8205211,98.0229241,a
464,ZOEY,14,13,943,622,848,598,05/02/18 11:59 AM,65.6887389,31.6085829,a
465,ANNIE,67,97,88,314,199,473,09/02/18 11:59 AM,50.9867736,44.8766276,a
466,BUSTER,43,95,949,939,158,185,10/02/18 11:59 AM,48.4589196,1.1881654,a
467,SAM,68,24,657,210,639,326,10/02/18 11:59 AM,50.5068413,50.6339596,a
468,MARLEY,58,16,468,249,217,801,12/02/18 11:59 AM,6.4209553,64.8625468,a
469,SCOUT,75,62,944,601,527,918,01/02/18 11:59 AM,4.4482784,76.9999495,a
470,BENTLEY,59,1,905,734,516,845,02/02/18 11:59 AM,14.3807751,30.1516582,a
471,DIESEL,75,98,413,767,90,525,03/02/18 11:59 AM,78.3815141,73.3804414,a
472,KONA,17,89,644,910,757,121,04/02/18 11:59 AM,51.1654841,2.2266573,a
473,RUGER,9,69,652,374,688,202,05/02/18 11:59 AM,0.4688612,70.275837,a
474,THOR,64,97,769,935,56,540,06/02/18 11:59 AM,38.7820894,32.3293661,a
475,ZEUS,51,5,582,638,430,980,07/02/18 11:59 AM,93.8636513,20.3942247,a
476,ATHENA,74,61,60,547,276,40,08/02/18 11:59 AM,66.2110446,4.1756155,a
477,ELLIE,60,55,318,916,475,945,09/02/18 11:59 AM,44.4842347,58.4479221,a
478,FINN,47,64,723,541,227,300,10/02/18 11:59 AM,88.9196575,85.0574399,a
479,LILLY,38,17,644,912,254,462,11/02/18 11:59 AM,90.0438255,28.8245925,a
480,MILO,12,58,557,12,165,927,12/02/18 11:59 AM,39.3184141,8.8162202,a
481,TITAN,64,78,429,543,943,524,01/02/18 11:59 AM,34.0407541,87.1287334,a
482,BLUE,23,77,738,129,480,659,02/02/18 11:59 AM,78.4670091,79.8892235,a
483,DAKOTA,71,86,696,731,357,581,06/02/18 11:59 AM,17.8267219,46.427418,a
484,KISKA,34,36,668,841,51,142,04/02/18 11:59 AM,91.0469279,89.0667435,a
485,LEO,90,78,672,771,831,549,05/02/18 11:59 AM,2.9447955,63.1587139,a
486,MINNIE,44,54,521,694,522,381,06/02/18 11:59 AM,56.5175533,27.276053,a
487,MURPHY,4,91,141,954,325,999,07/02/18 11:59 AM,58.9211315,50.5294127,a
488,OSCAR,92,33,932,448,246,306,05/02/18 11:59 AM,60.0883583,73.7376274,a
489,SASHA,76,10,286,788,828,388,09/02/18 11:59 AM,92.6587091,55.9838564,a
490,TUCKER,92,87,488,138,165,576,10/02/18 11:59 AM,92.8452252,8.1757365,a
491,KODIAK,99,10,129,125,745,521,10/02/18 11:59 AM,49.3805096,88.9728559,a
492,LOUIE,79,16,835,293,892,145,12/02/18 11:59 AM,78.9490484,17.7584549,a
493,NALA,52,23,951,977,948,495,01/02/18 11:59 AM,50.6465135,84.9198076,a
494,OLIVER,91,66,763,286,810,333,02/02/18 11:59 AM,35.9218135,37.9015385,a
495,RANGER,75,46,540,354,683,560,03/02/18 11:59 AM,0.5297823,37.0335874,a
496,slim,68,37,258,188,634,593,04/02/18 11:59 AM,23.3786816,78.7854851,a
497,spike,75,97,680,640,778,787,05/02/18 11:59 AM,47.4355306,86.4821649,a
498,mamacat,22,69,773,245,444,999,06/02/18 11:59 AM,18.6345277,88.5104413,a
499,babycat,94,99,521,222,607,646,07/02/18 11:59 AM,5.3434412,19.5490509,a
500,miko,54,25,884,908,178,45,08/02/18 11:59 AM,52.2582484,35.2338948,a
501,WINSTON,18,43,263,634,236,653,09/02/18 11:59 AM,42.1912224,33.4693659,a
502,ZOE,32,93,211,767,17,607,10/02/18 11:59 AM,11.565029,42.6947774,a
503,ANGEL,81,17,13,814,582,911,11/02/18 11:59 AM,47.3151946,41.0354555,a
504,BAXTER,10,85,891,465,217,93,12/02/18 11:59 AM,2.609536,69.5937726,a
505,EMMA,5,60,819,725,931,380,01/02/18 11:59 AM,45.4121532,38.16521,a
506,GIZMO,1,11,0,318,621,862,02/02/18 11:59 AM,17.6134089,80.6726663,a
507,HAZEL,90,86,834,241,674,539,06/02/18 11:59 AM,99.4758374,62.9388406,a
508,CHANCE,9,70,735,872,315,821,04/02/18 11:59 AM,46.3334917,7.8120266,a
509,CHEWY,65,24,952,426,761,823,05/02/18 11:59 AM,17.8473491,60.996851,a
510,HUNTER,49,42,747,401,129,435,06/02/18 11:59 AM,50.9343687,26.082497,a
511,JACKSON,66,67,347,450,286,595,07/02/18 11:59 AM,84.9628048,26.5224548,a
512,MADDIE,97,45,411,845,872,8,05/02/18 11:59 AM,2.2255294,57.6915863,a
513,OTIS,7,84,458,366,544,104,09/02/18 11:59 AM,14.0118342,47.6246554,a
514,RAVEN,67,86,1,469,758,968,10/02/18 11:59 AM,93.6794804,43.7615207,a
515,TEDDY,30,54,157,698,2,850,10/02/18 11:59 AM,97.0421613,21.2928451,a
516,BO,95,35,808,425,568,504,12/02/18 11:59 AM,74.4841727,41.2366584,a
517,BUDDY,0,34,23,150,684,30,01/02/18 11:59 AM,44.1513712,33.3718774,a
518,MAX,21,90,756,615,501,124,02/02/18 11:59 AM,91.5070624,9.2062095,a
519,SADIE,59,2,357,924,642,969,03/02/18 11:59 AM,20.339076,54.2180799,a
520,LUCY,1,15,895,39,150,438,04/02/18 11:59 AM,35.6639385,51.8152131,a
521,BAILEY,91,44,554,986,967,879,05/02/18 11:59 AM,99.7364703,80.9627125,a
522,DAISY,52,30,915,853,889,608,06/02/18 11:59 AM,96.3536508,93.063291,a
523,LUNA,98,16,573,169,505,374,07/02/18 11:59 AM,58.5204424,48.352144,a
524,CHARLIE,90,24,31,485,100,27,08/02/18 11:59 AM,88.790297,11.6922154,a
525,MAGGIE,64,66,523,21,652,990,09/02/18 11:59 AM,5.4392401,13.9939386,a
526,MOLLY,22,78,581,790,240,633,10/02/18 11:59 AM,66.5413943,83.9959401,a
527,COOPER,24,48,872,791,893,626,11/02/18 11:59 AM,40.6105781,68.8396654,a
528,GINGER,47,9,113,89,276,423,12/02/18 11:59 AM,15.2175554,38.6049872,a
529,JACK,25,88,488,598,469,867,01/02/18 11:59 AM,21.8124111,10.1646822,a
530,WILLOW,93,61,665,493,489,479,02/02/18 11:59 AM,87.8555285,38.1616059,a
531,ABBY,79,11,221,529,929,955,06/02/18 11:59 AM,79.2346045,3.7982111,a
532,BEAR,6,3,322,18,931,304,04/02/18 11:59 AM,7.9440843,51.4589813,a
533,LILY,25,95,805,729,705,371,05/02/18 11:59 AM,3.3622325,4.8787642,a
534,DUKE,82,33,211,652,665,262,06/02/18 11:59 AM,20.0989659,21.5210031,a
535,KODA,58,98,676,799,957,80,07/02/18 11:59 AM,81.9695413,11.3745435,a
536,ROCKY,75,35,25,40,437,117,05/02/18 11:59 AM,35.598296,89.8464507,a
537,CHLOE,77,13,10,197,998,159,09/02/18 11:59 AM,90.2694981,0.5156734,a
538,KENAI,64,5,930,758,914,63,10/02/18 11:59 AM,66.9968161,31.5738553,a
539,HARLEY,10,98,64,875,528,837,10/02/18 11:59 AM,10.0637377,65.9729935,a
540,DENALI,41,77,49,265,181,436,12/02/18 11:59 AM,44.8833313,0.9956496,a
541,TOBY,3,17,827,69,336,255,01/02/18 11:59 AM,7.9330788,91.1597905,a
542,JAKE,65,99,151,47,45,449,02/02/18 11:59 AM,98.1852478,79.6868195,a
543,LOKI,84,18,732,557,55,851,03/02/18 11:59 AM,73.4306717,93.2954422,a
544,RUBY,46,48,414,634,467,125,04/02/18 11:59 AM,46.663136,51.3312888,a
545,ROXY,78,2,995,155,0,170,05/02/18 11:59 AM,98.1406493,76.8164986,a
546,LUCKY,78,82,757,532,944,834,06/02/18 11:59 AM,1.3890018,48.8479186,a
547,PENNY,72,92,382,130,414,540,07/02/18 11:59 AM,68.7502236,58.6944405,a
548,RILEY,46,47,75,880,636,137,08/02/18 11:59 AM,91.5322999,21.9644246,a
549,SHADOW,49,36,283,388,857,735,09/02/18 11:59 AM,36.4491929,93.4754397,a
550,SOPHIE,89,71,538,196,450,342,10/02/18 11:59 AM,29.9834374,40.7484325,a
551,LOLA,96,16,204,229,472,654,11/02/18 11:59 AM,13.8489111,73.3597617,a
552,ROSIE,32,35,225,48,294,248,12/02/18 11:59 AM,76.0263211,92.6761754,a
553,PEPPER,52,14,615,895,146,938,01/02/18 11:59 AM,21.6648932,82.6586227,a
554,COCO,19,9,74,440,853,517,02/02/18 11:59 AM,20.2770119,48.0263522,a
555,GUS,73,65,954,16,58,710,06/02/18 11:59 AM,75.9937199,64.2384951,a
556,LADY,50,61,496,866,784,602,04/02/18 11:59 AM,48.501992,39.4323531,a
557,BANDIT,2,56,62,467,764,812,05/02/18 11:59 AM,2.6583574,82.578869,a
558,GRACIE,47,45,529,939,615,902,06/02/18 11:59 AM,88.8221941,51.3577757,a
559,JASPER,17,78,811,612,579,284,07/02/18 11:59 AM,23.9938317,46.5081106,a
560,PIPER,26,50,892,374,596,851,05/02/18 11:59 AM,32.9205795,25.3516962,a
561,STELLA,37,95,456,702,369,468,09/02/18 11:59 AM,22.9311347,87.255351,a
562,YUKON,67,84,3,251,99,549,10/02/18 11:59 AM,25.0176354,32.7128108,a
563,ZOEY,97,58,996,458,224,606,10/02/18 11:59 AM,77.7057014,53.7299748,a
564,ANNIE,28,93,516,107,248,40,12/02/18 11:59 AM,22.8814729,46.2984034,a
565,BUSTER,28,75,617,129,608,263,01/02/18 11:59 AM,41.3957783,52.4597149,a
566,SAM,96,17,183,504,391,954,02/02/18 11:59 AM,22.0467203,24.4588525,a
567,MARLEY,96,100,100,156,23,45,03/02/18 11:59 AM,75.8792188,16.2572765,a
568,SCOUT,31,90,611,798,663,546,04/02/18 11:59 AM,12.8954828,92.4014586,a
569,BENTLEY,93,55,822,337,933,479,05/02/18 11:59 AM,25.9307023,44.1699365,a
570,DIESEL,83,33,763,512,568,206,06/02/18 11:59 AM,68.7654371,59.9874761,a
571,KONA,53,4,809,800,624,457,07/02/18 11:59 AM,45.2129785,54.2673351,a
572,RUGER,43,66,992,485,350,977,08/02/18 11:59 AM,92.2641877,0.6973564,a
573,THOR,1,72,17,444,251,842,09/02/18 11:59 AM,0.9423184,49.1229281,a
574,ZEUS,90,89,230,631,44,917,10/02/18 11:59 AM,35.0411498,19.3341716,a
575,ATHENA,89,53,977,512,719,442,11/02/18 11:59 AM,84.646343,56.1722452,a
576,ELLIE,7,18,574,468,167,630,12/02/18 11:59 AM,63.5924496,50.0610261,a
577,FINN,42,67,563,457,171,19,01/02/18 11:59 AM,47.0688963,20.3821329,a
578,LILLY,87,57,614,570,450,667,02/02/18 11:59 AM,87.4336713,20.9090945,a
579,MILO,18,56,904,446,311,177,06/02/18 11:59 AM,9.2649777,64.1200358,a
580,TITAN,14,50,43,750,934,696,04/02/18 11:59 AM,53.796663,37.9704995,a
581,BLUE,54,76,44,323,792,688,05/02/18 11:59 AM,77.1652384,73.4989239,a
582,DAKOTA,59,42,895,123,647,963,06/02/18 11:59 AM,30.5271333,70.4300516,a
583,KISKA,68,51,487,916,481,987,07/02/18 11:59 AM,15.4827136,59.7751451,a
584,LEO,77,19,838,242,17,489,05/02/18 11:59 AM,72.2030564,25.9623215,a
585,MINNIE,21,53,340,161,930,623,09/02/18 11:59 AM,85.7436053,39.1360076,a
586,MURPHY,30,92,83,349,322,318,10/02/18 11:59 AM,63.7982159,68.8717489,a
587,OSCAR,55,99,412,853,592,975,10/02/18 11:59 AM,98.0846761,44.9165924,a
588,SASHA,75,99,45,38,507,476,12/02/18 11:59 AM,82.7401914,96.0834046,a
589,TUCKER,68,39,226,103,677,508,01/02/18 11:59 AM,79.5670236,79.5765936,a
590,KODIAK,92,5,22,313,274,48,02/02/18 11:59 AM,95.365648,93.1813286,a
591,LOUIE,47,52,782,157,224,638,03/02/18 11:59 AM,32.6670123,41.9560045,a
592,NALA,15,84,290,937,453,266,04/02/18 11:59 AM,46.5443266,91.6680474,a
593,OLIVER,50,0,955,896,22,193,05/02/18 11:59 AM,96.4803095,4.2924464,a
594,RANGER,55,3,582,933,722,176,06/02/18 11:59 AM,65.914405,98.2875963,a
595,slim,85,99,174,147,742,602,07/02/18 11:59 AM,46.9963549,78.2833865,a
596,spike,41,43,383,856,167,994,08/02/18 11:59 AM,89.3579731,14.2135948,a
597,mamacat,59,22,301,689,709,114,09/02/18 11:59 AM,30.4913943,38.9236412,a
598,babycat,21,84,632,600,428,266,10/02/18 11:59 AM,13.770231,8.4563271,a
599,miko,64,11,516,161,898,946,11/02/18 11:59 AM,93.7974451,48.3778077,a
600,WINSTON,78,44,457,675,435,350,12/02/18 11:59 AM,14.6401723,27.9337106,a
601,ZOE,44,16,203,550,926,913,01/02/18 11:59 AM,26.5629254,7.853112,a
602,ANGEL,35,14,803,64,767,569,02/02/18 11:59 AM,19.4820358,71.0360467,a
603,BAXTER,56,75,102,306,190,893,06/02/18 11:59 AM,0.000891,31.1456471,a
