id,name,tail_high,tail_low,ear_high,ear_low,nose_high,nose_low,time_stamp,latitude,longitude,only_in_version_2
558,GRACIE,47,45,529,939,615,902,6/2/2018 11:59:00 AM,88.8221941,51.3577757,a
561,STELLA,37,95,456,702,369,468,9/2/2018 11:59:00 AM,22.9311347,87.255351,a
563,ZOEY,97,58,996,458,224,606,10/2/2018 11:59:00 AM,77.7057014,53.7299748,a
565,BUSTER,28,75,617,129,608,263,1/2/2018 11:59:00 AM,41.3957783,52.4597149,a
568,SCOUT,31,90,611,798,663,546,4/2/2018 11:59:00 AM,12.8954828,92.4014586,a
570,DIESEL,83,33,763,512,568,206,6/2/2018 11:59:00 AM,68.7654371,59.9874761,a
571,KONA,53,4,809,800,624,457,7/2/2018 11:59:00 AM,45.2129785,54.2673351,a
575,ATHENA,89,53,977,512,719,442,11/2/2018 11:59:00 AM,84.646343,56.1722452,a
576,ELLIE,7,18,574,468,167,630,12/2/2018 11:59:00 AM,63.5924496,50.0610261,a
579,MILO,18,56,904,446,311,177,6/2/2018 11:59:00 AM,9.2649777,64.1200358,a
581,BLUE,54,76,44,323,792,688,5/2/2018 11:59:00 AM,77.1652384,73.4989239,a
582,DAKOTA,59,42,895,123,647,963,6/2/2018 11:59:00 AM,30.5271333,70.4300516,a
583,KISKA,68,51,487,916,481,987,7/2/2018 11:59:00 AM,15.4827136,59.7751451,a
586,MURPHY,30,92,83,349,322,318,10/2/2018 11:59:00 AM,63.7982159,68.8717489,a
588,SASHA,75,99,45,38,507,476,12/2/2018 11:59:00 AM,82.7401914,96.0834046,a
589,TUCKER,68,39,226,103,677,508,1/2/2018 11:59:00 AM,79.5670236,79.5765936,a
590,KODIAK,92,5,22,313,274,48,2/2/2018 11:59:00 AM,95.365648,93.1813286,a
592,NALA,15,84,290,937,453,266,4/2/2018 11:59:00 AM,46.5443266,91.6680474,a
594,RANGER,55,3,582,933,722,176,6/2/2018 11:59:00 AM,65.914405,98.2875963,a
595,slim,85,99,174,147,742,602,7/2/2018 11:59:00 AM,46.9963549,78.2833865,a
602,ANGEL,35,14,803,64,767,569,2/2/2018 11:59:00 AM,19.4820358,71.0360467,a
604,EMMA,0,0,925,960,880,289,4/2/2018 11:59:00 AM,31.9891488,70.9585258,a
605,GIZMO,78,37,839,453,926,836,5/2/2018 11:59:00 AM,96.1007199,74.3276503,a
608,CHEWY,51,44,660,149,79,483,5/2/2018 11:59:00 AM,50.5014624,91.7365456,a
609,HUNTER,28,17,991,871,39,601,9/2/2018 11:59:00 AM,72.3083944,99.4267642,a
610,JACKSON,49,71,958,784,425,586,10/2/2018 11:59:00 AM,74.1010585,56.109545,a
611,MADDIE,86,6,237,800,145,823,10/2/2018 11:59:00 AM,17.8175268,94.8376939,a
613,RAVEN,74,45,153,401,294,9,1/2/2018 11:59:00 AM,32.6285622,96.5839196,a
618,SADIE,94,100,139,974,78,994,6/2/2018 11:59:00 AM,6.5868481,94.8932804,a
619,LUCY,96,77,48,540,365,212,7/2/2018 11:59:00 AM,29.647659,82.3440248,a
620,BAILEY,88,52,474,808,171,401,8/2/2018 11:59:00 AM,63.1653516,85.5890013,a
622,LUNA,95,31,887,369,549,395,10/2/2018 11:59:00 AM,67.1073187,89.1163031,a
623,CHARLIE,89,60,905,806,777,984,11/2/2018 11:59:00 AM,1.2858441,96.721096,a
624,MAGGIE,90,60,649,89,426,757,12/2/2018 11:59:00 AM,54.3545585,58.8890713,a
631,BEAR,86,56,44,947,935,639,7/2/2018 11:59:00 AM,93.7498197,72.6398164,a
633,DUKE,95,42,760,344,3,775,9/2/2018 11:59:00 AM,59.5077575,98.5760203,a
635,ROCKY,93,28,381,71,343,860,10/2/2018 11:59:00 AM,85.1864224,75.2869011,a
636,CHLOE,71,95,803,565,392,276,12/2/2018 11:59:00 AM,9.9181957,74.9290202,a
638,HARLEY,80,98,546,992,148,706,2/2/2018 11:59:00 AM,33.58397,94.6417675,a
639,DENALI,86,44,843,702,691,42,3/2/2018 11:59:00 AM,78.5496515,56.0745965,a
642,LOKI,7,97,709,367,653,598,6/2/2018 11:59:00 AM,96.7096773,69.3752907,a
644,ROXY,60,39,167,791,162,672,8/2/2018 11:59:00 AM,39.3039028,52.9396325,a
653,COCO,7,11,884,187,102,494,5/2/2018 11:59:00 AM,79.0218454,74.6492099,a
655,LADY,58,81,479,295,931,242,7/2/2018 11:59:00 AM,80.3770474,94.602124,a
656,BANDIT,40,52,888,557,225,527,5/2/2018 11:59:00 AM,16.5005387,76.7318989,a
658,JASPER,42,45,14,392,266,950,10/2/2018 11:59:00 AM,45.1603041,59.4261773,a
661,YUKON,9,53,215,845,990,47,1/2/2018 11:59:00 AM,79.3320392,80.7144738,a
662,ZOEY,24,26,47,436,931,641,2/2/2018 11:59:00 AM,76.0688785,73.633589,a
663,ANNIE,75,92,728,23,711,464,3/2/2018 11:59:00 AM,67.2899926,59.3162502,a
665,SAM,93,59,424,37,778,108,5/2/2018 11:59:00 AM,31.5288752,51.6715754,a
666,MARLEY,98,55,946,387,38,966,6/2/2018 11:59:00 AM,23.9624917,54.2891312,a
668,BENTLEY,60,58,86,178,955,619,8/2/2018 11:59:00 AM,59.5854658,64.7827895,a
673,ZEUS,23,54,550,781,183,899,1/2/2018 11:59:00 AM,4.6133227,58.1734997,a
674,ATHENA,15,64,330,96,709,671,2/2/2018 11:59:00 AM,77.1226049,99.929636,a
676,FINN,93,79,442,980,481,510,4/2/2018 11:59:00 AM,91.1489156,78.3195734,a
677,LILLY,78,25,700,790,456,313,5/2/2018 11:59:00 AM,25.4953871,67.1449919,a
679,TITAN,53,3,736,583,716,715,7/2/2018 11:59:00 AM,77.4488192,57.0429576,a
681,DAKOTA,32,87,981,504,199,356,9/2/2018 11:59:00 AM,37.6003166,65.7515241,a
682,KISKA,74,75,194,935,496,40,10/2/2018 11:59:00 AM,24.4906508,77.1547936,a
683,LEO,21,50,93,225,899,566,10/2/2018 11:59:00 AM,31.4549738,79.3239585,a
691,NALA,5,57,117,621,900,242,7/2/2018 11:59:00 AM,26.4984302,95.4330291,a
694,slim,71,50,294,428,511,214,10/2/2018 11:59:00 AM,59.0124202,65.9597035,a
700,ZOE,31,96,935,793,237,457,4/2/2018 11:59:00 AM,58.5889481,60.3593895,a
701,ANGEL,23,80,784,463,461,248,5/2/2018 11:59:00 AM,50.8288834,57.9183903,a
703,EMMA,31,94,924,758,67,766,7/2/2018 11:59:00 AM,6.8578086,87.9997889,a
705,HAZEL,97,63,757,675,759,409,9/2/2018 11:59:00 AM,15.5581995,92.701411,a
708,HUNTER,89,34,968,473,286,338,12/2/2018 11:59:00 AM,12.1453564,69.5691926,a
709,JACKSON,74,40,836,840,36,261,1/2/2018 11:59:00 AM,84.1119696,89.6310403,a
710,MADDIE,53,85,517,261,101,817,2/2/2018 11:59:00 AM,51.21526,53.6769795,a
716,MAX,32,53,622,461,91,197,8/2/2018 11:59:00 AM,93.2167723,61.7359396,a
718,LUCY,92,6,517,742,96,279,10/2/2018 11:59:00 AM,24.1790087,92.9264863,a
719,BAILEY,59,59,478,216,626,46,11/2/2018 11:59:00 AM,32.025532,95.1917536,a
720,DAISY,96,76,768,109,172,91,12/2/2018 11:59:00 AM,91.3895727,82.1691056,a
721,LUNA,24,60,996,17,606,910,1/2/2018 11:59:00 AM,38.3205549,64.9506771,a
722,CHARLIE,13,75,907,927,205,838,2/2/2018 11:59:00 AM,24.0835735,99.7244307,a
724,MOLLY,13,88,768,186,367,33,4/2/2018 11:59:00 AM,42.1277584,66.2205978,a
726,GINGER,61,5,451,109,426,232,6/2/2018 11:59:00 AM,83.5699561,78.9362439,a
727,JACK,89,100,846,761,687,310,7/2/2018 11:59:00 AM,60.918006,76.7575524,a
730,BEAR,0,82,557,319,338,323,10/2/2018 11:59:00 AM,30.9036882,72.1692996,a
731,LILY,19,37,871,836,942,262,10/2/2018 11:59:00 AM,46.5690283,79.6479362,a
738,DENALI,27,23,213,204,359,15,6/2/2018 11:59:00 AM,16.840095,52.5333879,a
743,ROXY,8,45,534,731,487,43,11/2/2018 11:59:00 AM,25.3269839,96.6991477,a
745,PENNY,26,22,859,891,850,512,1/2/2018 11:59:00 AM,13.2038688,94.5293764,a
751,PEPPER,53,83,972,705,847,317,7/2/2018 11:59:00 AM,28.6099185,90.660217,a
752,COCO,41,4,965,134,391,724,5/2/2018 11:59:00 AM,96.0458819,59.5885111,a
753,GUS,86,40,417,819,633,170,9/2/2018 11:59:00 AM,1.8283267,89.8725708,a
755,BANDIT,100,43,388,453,958,421,10/2/2018 11:59:00 AM,63.1574201,53.785158,a
758,PIPER,58,22,374,670,729,338,2/2/2018 11:59:00 AM,85.9820125,82.1781812,a
760,YUKON,93,78,791,504,457,505,4/2/2018 11:59:00 AM,98.3906545,65.9148095,a
761,ZOEY,43,45,72,879,840,324,5/2/2018 11:59:00 AM,37.7291124,59.6042202,a
763,BUSTER,59,8,200,469,937,427,7/2/2018 11:59:00 AM,51.6720812,60.3588396,a
765,MARLEY,61,54,400,168,689,912,9/2/2018 11:59:00 AM,79.6284634,70.7647257,a
766,SCOUT,22,76,459,157,370,821,10/2/2018 11:59:00 AM,43.7185831,76.6694135,a
768,DIESEL,95,39,460,799,644,543,12/2/2018 11:59:00 AM,85.7350248,51.3284856,a
770,RUGER,66,87,403,913,310,738,2/2/2018 11:59:00 AM,36.82354,62.0330636,a
771,THOR,78,57,124,43,811,972,6/2/2018 11:59:00 AM,55.4086203,90.3042153,a
775,FINN,29,18,473,538,64,702,7/2/2018 11:59:00 AM,95.2754204,77.6662524,a
776,LILLY,40,35,3,599,444,838,5/2/2018 11:59:00 AM,5.9246308,63.2779617,a
781,KISKA,43,4,198,273,249,245,1/2/2018 11:59:00 AM,68.8186867,94.2637436,a
782,LEO,65,26,448,2,448,789,2/2/2018 11:59:00 AM,10.4176862,72.2261666,a
783,MINNIE,43,38,686,719,185,167,3/2/2018 11:59:00 AM,47.0500112,90.0514182,a
786,SASHA,84,33,75,629,603,939,6/2/2018 11:59:00 AM,78.4517767,57.8661126,a
787,TUCKER,94,65,36,435,121,319,7/2/2018 11:59:00 AM,78.9908098,84.5128083,a
789,LOUIE,62,0,805,71,645,828,9/2/2018 11:59:00 AM,8.8823681,85.9447554,a
790,NALA,59,85,485,341,871,711,10/2/2018 11:59:00 AM,47.3999638,68.0986399,a
793,slim,66,57,670,924,570,600,1/2/2018 11:59:00 AM,62.8385455,96.8222806,a
794,spike,68,31,411,920,571,909,2/2/2018 11:59:00 AM,28.1922565,93.0652047,a
796,babycat,74,71,961,92,721,67,4/2/2018 11:59:00 AM,53.7909302,74.8258397,a
797,miko,79,72,860,736,595,848,5/2/2018 11:59:00 AM,63.2131439,81.4609098,a
798,WINSTON,48,12,500,116,918,450,6/2/2018 11:59:00 AM,63.4400118,60.6902512,a
799,ZOE,10,55,212,146,229,250,7/2/2018 11:59:00 AM,89.1484697,96.0172145,a
800,ANGEL,15,46,947,151,46,32,5/2/2018 11:59:00 AM,9.0785954,80.456104,a
801,BAXTER,10,97,580,676,445,811,9/2/2018 11:59:00 AM,61.5412783,87.1734309,a
802,EMMA,39,85,818,76,48,813,10/2/2018 11:59:00 AM,6.5806087,99.0449629,a
803,GIZMO,12,0,878,925,225,315,10/2/2018 11:59:00 AM,11.6861052,51.7571827,a
804,HAZEL,37,68,982,681,663,310,12/2/2018 11:59:00 AM,93.952779,65.6861284,a
806,CHEWY,64,48,743,89,920,374,2/2/2018 11:59:00 AM,49.5485051,93.769061,a
809,MADDIE,57,54,882,89,445,12,5/2/2018 11:59:00 AM,29.8440887,59.6532859,a
810,OTIS,43,15,317,972,247,269,6/2/2018 11:59:00 AM,93.2563638,51.4213273,a
813,BO,50,84,500,553,987,527,9/2/2018 11:59:00 AM,38.2572169,85.8633072,a
814,BUDDY,57,76,816,991,942,388,10/2/2018 11:59:00 AM,20.7373201,84.8024168,a
815,MAX,63,23,402,754,280,967,11/2/2018 11:59:00 AM,30.9418048,89.6317818,a
816,SADIE,64,54,876,293,454,737,12/2/2018 11:59:00 AM,84.0491434,91.1783094,a
817,LUCY,100,25,41,214,641,385,1/2/2018 11:59:00 AM,80.487398,59.9302915,a
818,BAILEY,88,100,743,133,595,18,2/2/2018 11:59:00 AM,90.5593367,82.8820087,a
819,DAISY,92,42,586,958,964,655,6/2/2018 11:59:00 AM,99.7478656,96.7468581,a
820,LUNA,34,39,725,646,724,382,4/2/2018 11:59:00 AM,4.9542834,52.7513551,a
823,MOLLY,36,43,908,393,797,340,7/2/2018 11:59:00 AM,64.1764874,86.8918369,a
825,GINGER,84,86,943,239,606,862,9/2/2018 11:59:00 AM,43.8926247,78.0863458,a
826,JACK,97,90,725,494,321,743,10/2/2018 11:59:00 AM,61.1565247,95.6117659,a
830,LILY,12,38,741,717,894,949,2/2/2018 11:59:00 AM,2.7214172,56.8452686,a
832,KODA,15,60,378,29,294,914,4/2/2018 11:59:00 AM,99.5209524,51.9740461,a
835,KENAI,74,34,439,895,974,167,7/2/2018 11:59:00 AM,45.218995,75.3176329,a
836,HARLEY,21,8,619,974,558,933,8/2/2018 11:59:00 AM,53.3838088,76.762832,a
842,ROXY,15,30,549,303,540,35,2/2/2018 11:59:00 AM,42.8783125,51.4861012,a
845,RILEY,96,20,168,686,286,211,5/2/2018 11:59:00 AM,74.5895593,63.1646876,a
846,SHADOW,1,62,816,216,244,465,6/2/2018 11:59:00 AM,31.8050381,68.290078,a
849,ROSIE,72,56,815,369,810,736,9/2/2018 11:59:00 AM,28.7854013,66.7215077,a
850,PEPPER,58,95,637,203,974,373,10/2/2018 11:59:00 AM,36.755371,86.9991992,a
853,LADY,49,19,73,826,17,101,1/2/2018 11:59:00 AM,97.7626736,67.1414158,a
855,GRACIE,23,94,452,531,461,90,3/2/2018 11:59:00 AM,39.0811625,95.0603829,a
857,PIPER,49,58,513,475,407,60,5/2/2018 11:59:00 AM,33.5500373,99.1694837,a
858,STELLA,27,85,46,24,346,578,6/2/2018 11:59:00 AM,86.6772371,78.9694524,a
860,ZOEY,56,89,975,617,795,738,8/2/2018 11:59:00 AM,63.3090233,63.8942437,a
862,BUSTER,67,65,555,262,687,379,10/2/2018 11:59:00 AM,13.761387,87.0470327,a
863,SAM,45,41,999,685,829,172,11/2/2018 11:59:00 AM,35.2785904,84.9279863,a
866,BENTLEY,73,74,20,703,762,154,2/2/2018 11:59:00 AM,87.8054639,75.1807616,a
867,DIESEL,28,80,667,656,219,723,6/2/2018 11:59:00 AM,97.2626967,79.8338417,a
871,ZEUS,82,20,961,667,105,713,7/2/2018 11:59:00 AM,22.654994,89.1683162,a
874,FINN,82,70,172,609,605,47,10/2/2018 11:59:00 AM,78.844548,61.4503196,a
876,MILO,5,20,998,319,286,515,12/2/2018 11:59:00 AM,96.4702113,78.0350108,a
877,TITAN,11,68,283,80,445,992,1/2/2018 11:59:00 AM,72.6100251,95.5963005,a
878,BLUE,16,14,234,164,204,158,2/2/2018 11:59:00 AM,30.1268282,62.1256388,a
879,DAKOTA,70,72,74,25,941,991,3/2/2018 11:59:00 AM,97.9230731,68.2230731,a
881,LEO,30,41,73,744,12,725,5/2/2018 11:59:00 AM,15.8824335,80.2405706,a
882,MINNIE,24,30,272,638,188,69,6/2/2018 11:59:00 AM,89.3246436,85.3661097,a
884,OSCAR,89,28,55,644,334,22,8/2/2018 11:59:00 AM,73.8255707,72.5467055,a
886,TUCKER,64,57,845,122,81,141,10/2/2018 11:59:00 AM,96.6326079,56.4502346,a
887,KODIAK,94,48,714,452,237,878,11/2/2018 11:59:00 AM,40.8585329,97.7401506,a
889,NALA,9,45,101,256,809,82,1/2/2018 11:59:00 AM,3.8395532,83.043369,a
890,OLIVER,11,22,95,971,360,596,2/2/2018 11:59:00 AM,43.0177542,53.9591598,a
891,RANGER,71,73,183,837,837,369,6/2/2018 11:59:00 AM,17.4141025,65.6514233,a
895,babycat,99,33,639,764,327,401,7/2/2018 11:59:00 AM,54.5293435,99.2727027,a
896,miko,25,31,443,755,856,434,5/2/2018 11:59:00 AM,70.3744856,71.8025591,a
897,WINSTON,34,42,658,237,903,215,9/2/2018 11:59:00 AM,84.5853548,82.1111703,a
899,ANGEL,69,26,276,581,467,791,10/2/2018 11:59:00 AM,8.4469238,50.8768337,a
901,EMMA,11,97,304,851,169,680,1/2/2018 11:59:00 AM,43.4690436,74.0416285,a
902,GIZMO,58,41,24,361,303,952,2/2/2018 11:59:00 AM,99.9292693,78.073167,a
904,CHANCE,35,76,340,201,993,7,4/2/2018 11:59:00 AM,27.67135,77.0673234,a
905,CHEWY,47,56,891,834,106,68,5/2/2018 11:59:00 AM,74.8442706,77.1360949,a
907,JACKSON,54,60,479,65,87,300,7/2/2018 11:59:00 AM,68.9701415,54.4465725,a
909,OTIS,37,70,439,525,714,936,9/2/2018 11:59:00 AM,94.220675,83.9242682,a
910,RAVEN,39,82,995,751,473,957,10/2/2018 11:59:00 AM,87.5818051,95.8041321,a
911,TEDDY,89,43,386,882,998,871,11/2/2018 11:59:00 AM,98.685784,80.0916606,a
912,BO,36,58,777,254,910,658,12/2/2018 11:59:00 AM,7.4399473,50.1817741,a
916,LUCY,36,1,853,882,881,375,4/2/2018 11:59:00 AM,23.7119814,76.1646603,a
917,BAILEY,81,43,799,435,167,196,5/2/2018 11:59:00 AM,48.4938297,51.5316168,a
918,DAISY,53,90,89,957,444,268,6/2/2018 11:59:00 AM,52.6348289,85.7755783,a
919,LUNA,51,90,823,636,393,114,7/2/2018 11:59:00 AM,12.0181986,74.3071369,a
920,CHARLIE,25,2,774,858,998,800,5/2/2018 11:59:00 AM,90.1873728,87.1936602,a
922,MOLLY,7,65,861,291,442,14,10/2/2018 11:59:00 AM,50.5878794,78.6037681,a
925,JACK,62,40,17,200,874,623,1/2/2018 11:59:00 AM,36.6995315,74.3742848,a
928,BEAR,78,73,380,567,601,928,4/2/2018 11:59:00 AM,20.1953446,67.6435722,a
931,KODA,46,9,164,478,650,531,7/2/2018 11:59:00 AM,57.9597844,84.9259217,a
932,ROCKY,88,52,809,274,254,351,8/2/2018 11:59:00 AM,16.7647672,54.4234184,a
934,KENAI,58,71,261,122,567,914,10/2/2018 11:59:00 AM,34.0448004,79.1974696,a
935,HARLEY,79,70,146,310,900,515,11/2/2018 11:59:00 AM,44.0306953,82.7348068,a
937,TOBY,53,41,127,74,882,711,1/2/2018 11:59:00 AM,41.3980809,62.6295545,a
938,JAKE,78,79,208,813,428,192,2/2/2018 11:59:00 AM,32.9134536,60.5648216,a
940,RUBY,3,39,365,966,156,637,4/2/2018 11:59:00 AM,22.3893351,60.2142026,a
942,LUCKY,73,16,977,274,805,854,6/2/2018 11:59:00 AM,21.6706934,69.7465459,a
944,RILEY,78,94,740,106,737,161,5/2/2018 11:59:00 AM,68.4510656,87.1068667,a
948,ROSIE,56,68,138,235,994,976,12/2/2018 11:59:00 AM,24.5051282,83.1181797,a
949,PEPPER,87,54,794,765,451,775,1/2/2018 11:59:00 AM,1.1553139,77.2265395,a
954,GRACIE,10,27,334,86,861,662,6/2/2018 11:59:00 AM,33.8423696,79.9003623,a
956,PIPER,75,35,449,145,662,84,8/2/2018 11:59:00 AM,59.3066141,64.505536,a
960,ANNIE,27,32,884,731,115,288,12/2/2018 11:59:00 AM,33.9921232,99.1888989,a
961,BUSTER,68,75,242,214,721,787,1/2/2018 11:59:00 AM,57.4822493,57.4128872,a
962,SAM,2,42,20,395,831,902,2/2/2018 11:59:00 AM,94.7338393,95.8613788,a
963,MARLEY,68,98,311,333,2,895,6/2/2018 11:59:00 AM,73.404267,99.4503524,a
965,BENTLEY,28,60,969,648,45,519,5/2/2018 11:59:00 AM,64.0932748,86.689328,a
966,DIESEL,30,18,698,591,927,173,6/2/2018 11:59:00 AM,78.9517169,74.6983326,a
967,KONA,77,83,948,255,657,899,7/2/2018 11:59:00 AM,10.2026136,67.9698077,a
968,RUGER,8,50,420,490,443,140,5/2/2018 11:59:00 AM,36.5237136,90.8343045,a
969,THOR,52,45,969,655,729,201,9/2/2018 11:59:00 AM,85.62962,59.2191238,a
970,ZEUS,69,28,433,311,734,807,10/2/2018 11:59:00 AM,11.1906051,85.5231283,a
976,TITAN,31,53,691,874,218,99,4/2/2018 11:59:00 AM,95.1037078,98.6113807,a
978,DAKOTA,61,73,776,623,31,809,6/2/2018 11:59:00 AM,32.4690403,67.6555171,a
979,KISKA,19,8,116,694,440,951,7/2/2018 11:59:00 AM,81.0943359,50.2337921,a
980,LEO,12,24,262,976,395,296,8/2/2018 11:59:00 AM,49.2955285,67.9106343,a
981,MINNIE,89,25,352,315,192,3,9/2/2018 11:59:00 AM,34.8953454,70.9023842,a
982,MURPHY,53,10,137,831,340,149,10/2/2018 11:59:00 AM,89.2328234,65.2453199,a
983,OSCAR,99,97,413,93,746,162,11/2/2018 11:59:00 AM,19.8789842,78.7840541,a
985,TUCKER,93,86,95,855,287,566,1/2/2018 11:59:00 AM,86.1035747,66.8585326,a
986,KODIAK,51,57,154,814,752,447,2/2/2018 11:59:00 AM,16.6813361,78.959735,a
987,LOUIE,71,86,826,307,724,938,6/2/2018 11:59:00 AM,44.4667295,76.60599,a
989,OLIVER,88,0,632,899,603,280,5/2/2018 11:59:00 AM,85.0029863,66.0913707,a
990,RANGER,33,43,605,891,284,698,6/2/2018 11:59:00 AM,48.7620131,56.9747839,a
992,spike,77,35,388,78,322,202,5/2/2018 11:59:00 AM,94.7078772,77.2342643,a
993,mamacat,23,20,463,771,570,964,9/2/2018 11:59:00 AM,27.4948525,83.4121767,a
994,babycat,18,31,380,458,574,33,10/2/2018 11:59:00 AM,3.2302059,98.3469668,a
995,miko,84,73,573,575,280,571,10/2/2018 11:59:00 AM,60.1070854,56.2405486,a
996,WINSTON,47,84,981,471,261,383,12/2/2018 11:59:00 AM,99.1023938,93.330748,a
